endpoint,operation,data_size,time
client,encrypt,560,12
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,31
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,22
server,encrypt,560,11
client,decrypt,560,20
client,encrypt,560,10
server,decrypt,560,22
server,encrypt,560,10
client,decrypt,560,20
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,22
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,12
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,23
client,encrypt,560,10
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,31
server,encrypt,560,11
client,decrypt,560,13
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,10
client,decrypt,560,13
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,13
client,encrypt,560,10
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,12
server,decrypt,560,11
server,encrypt,560,9
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,17
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,21
client,encrypt,560,10
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,22
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,12
server,decrypt,560,12
server,encrypt,560,10
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,22
server,encrypt,560,10
client,decrypt,560,17
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,10
client,decrypt,560,13
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,12
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,27
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,12
server,decrypt,560,22
server,encrypt,560,25
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,20
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,10
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,32
server,encrypt,560,14
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,22
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,10
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,11
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,11
client,decrypt,560,21
client,encrypt,560,11
server,decrypt,560,21
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,22
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,11
server,encrypt,560,10
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,12
server,encrypt,560,11
client,decrypt,560,12
client,encrypt,560,11
server,decrypt,560,31
server,encrypt,560,10
