endpoint,operation,msglen,time
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,11
server,decrypt,256,13
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,6
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,6
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,7
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,17
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,8
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,18
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,18
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,6
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,17
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,6
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,11
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,6
server,decrypt,256,9
server,encrypt,256,7
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,6
client,decrypt,256,8
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,6
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,8
server,encrypt,256,7
client,decrypt,256,9
client,encrypt,256,7
server,decrypt,256,9
server,encrypt,256,6
client,decrypt,256,9
client,encrypt,256,7
