endpoint,operation,data_size,time
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,20
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,10
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,12
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,10
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,12
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,12
client,decrypt,304,12
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,21
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,20
client,encrypt,304,12
server,decrypt,304,20
server,encrypt,304,11
client,decrypt,304,15
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,10
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,13
client,encrypt,304,10
server,decrypt,304,14
server,encrypt,304,10
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,14
server,encrypt,304,17
client,decrypt,304,15
client,encrypt,304,14
server,decrypt,304,11
server,encrypt,304,10
client,decrypt,304,12
client,encrypt,304,11
server,decrypt,304,14
server,encrypt,304,12
client,decrypt,304,12
client,encrypt,304,12
server,decrypt,304,16
server,encrypt,304,10
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,12
client,decrypt,304,13
client,encrypt,304,11
server,decrypt,304,12
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,14
server,decrypt,304,14
server,encrypt,304,12
client,decrypt,304,12
client,encrypt,304,11
server,decrypt,304,13
server,encrypt,304,12
client,decrypt,304,14
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,12
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,10
client,encrypt,304,11
server,decrypt,304,15
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,20
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,14
server,encrypt,304,11
client,decrypt,304,21
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,12
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,14
server,encrypt,304,11
client,decrypt,304,20
client,encrypt,304,11
server,decrypt,304,20
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,19
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,10
server,decrypt,304,15
server,encrypt,304,10
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,12
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,21
client,encrypt,304,11
server,decrypt,304,16
server,encrypt,304,11
client,decrypt,304,21
client,encrypt,304,12
server,decrypt,304,21
server,encrypt,304,11
client,decrypt,304,15
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,12
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,12
client,encrypt,304,13
server,decrypt,304,14
server,encrypt,304,12
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,20
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,14
server,encrypt,304,14
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,21
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,20
client,encrypt,304,12
server,decrypt,304,21
server,encrypt,304,11
client,decrypt,304,14
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,12
server,encrypt,304,11
client,decrypt,304,20
client,encrypt,304,13
server,decrypt,304,30
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,16
server,encrypt,304,18
client,decrypt,304,10
client,encrypt,304,11
server,decrypt,304,11
server,encrypt,304,11
client,decrypt,304,11
client,encrypt,304,11
server,decrypt,304,11
