endpoint,operation,msglen,time
client,encrypt,256,5
server,decrypt,256,6
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,4
server,encrypt,256,4
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,4
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,4
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,4
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,6
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,4
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,4
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,5
server,encrypt,256,4
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,4
server,decrypt,256,4
server,encrypt,256,4
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,4
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,4
server,decrypt,256,5
server,encrypt,256,5
client,decrypt,256,4
client,encrypt,256,5
server,decrypt,256,5
server,encrypt,256,4
client,decrypt,256,5
client,encrypt,256,5
server,decrypt,256,6
server,encrypt,256,6
