endpoint,operation,data_size,time
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,17
server,encrypt,96,6
client,decrypt,96,16
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,16
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,6
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,9
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,17
client,encrypt,96,6
server,decrypt,96,17
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,7
server,decrypt,96,10
server,encrypt,96,7
client,decrypt,96,9
client,encrypt,96,6
server,decrypt,96,9
server,encrypt,96,6
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,11
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,18
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,16
server,decrypt,96,16
server,encrypt,96,6
client,decrypt,96,16
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,15
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,8
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,9
server,encrypt,96,6
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,15
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,15
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,7
client,decrypt,96,6
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,15
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,9
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,6
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,6
client,encrypt,96,6
server,decrypt,96,7
server,encrypt,96,6
client,decrypt,96,6
