endpoint,operation,data_size,time
client,digest,256,15
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,15
server,digest,256,16
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,11
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,36
client,digest,256,11
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,9
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,11
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,11
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,21
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,21
server,verify,256,11
server,digest,256,11
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,11
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,13
server,verify,256,11
server,digest,256,15
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,13
server,verify,256,11
server,digest,256,10
client,verify,256,13
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,13
client,digest,256,10
server,verify,256,11
server,digest,256,13
client,verify,256,11
client,digest,256,13
server,verify,256,11
server,digest,256,9
client,verify,256,15
client,digest,256,10
server,verify,256,17
server,digest,256,10
client,verify,256,11
client,digest,256,9
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,9
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,17
client,digest,256,15
server,verify,256,18
server,digest,256,10
client,verify,256,18
client,digest,256,15
server,verify,256,10
server,digest,256,9
client,verify,256,10
client,digest,256,9
server,verify,256,12
server,digest,256,9
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,14
client,verify,256,12
client,digest,256,15
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,11
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,11
client,verify,256,11
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,11
server,verify,256,12
server,digest,256,9
client,verify,256,11
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,11
client,digest,256,9
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,17
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,11
client,verify,256,12
client,digest,256,11
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,11
server,digest,256,10
client,verify,256,16
client,digest,256,10
server,verify,256,12
server,digest,256,11
client,verify,256,11
client,digest,256,11
server,verify,256,12
server,digest,256,10
client,verify,256,11
client,digest,256,10
server,verify,256,10
server,digest,256,10
client,verify,256,10
client,digest,256,8
server,verify,256,13
server,digest,256,10
client,verify,256,12
client,digest,256,10
server,verify,256,12
server,digest,256,11
client,verify,256,12
client,digest,256,10
server,verify,256,12
